SUBJ,CRS,SEC,TITLE,INSTRUCTORS,CRN,MIN_CRED,MAX_CRED,DAYS,TIME,RM_CAP,ENRL,GLOB_CAP,LOC_CAP,AVAIL,STAT,FIRECAP,CAMPUS,COLLEGE,LEVEL,COREQS,RESTRICTIONS,PREREQS,COMMENTs
COM,212,K1,Publication Design,Simonet (Thomas S.),[20280],  3.0,     ,MW,04:30PM-06:00PM,19,   18,,   15,   -3,CLSD,48,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,212,L1,Publication Design,Xia (Yun),[20281],  3.0,     ,TTH,01:10PM-02:40PM,18,   14,,   15,    1,OPEN,67,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,212,MEM,Publication Design,Franko (Jessica B.),[20283],  3.0,     ,M,06:30PM-09:30PM,19,   17,,   15,   -2,CLSD,48,LAW,LA,UG,,| ONLY Advertising & Communication & Graphic Design & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,212,N1,Publication Design,Xia (Yun),[20282],  3.0,     ,TTH,02:50PM-04:20PM,19,   17,,   15,   -2,CLSD,48,LAW,LA,UG,,| ONLY Advertising & Communication & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,215,TEM,Computer Assisted Reporting,Method (Jason),[20284],  3.0,     ,T,06:30PM-09:30PM,28,   19,,   15,   -4,CLSD,29,LAW,LA,UG,,| ONLY English Minor- English Writing & English & English Writing & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism | ONLY Undergraduate,COM 102 or COM 107,
COM,230,I1,Radio & TV Communication,Janes (Barry T.),[20285],  3.0,     ,MW,02:50PM-04:20PM,28,   24,,   25,    1,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,,
COM,233,E1,Writing for Broadcast,Slotkin (Neal),[20286],  3.0,     ,TTH,08:00AM-09:30AM,19,   17,,   15,   -2,CLSD,48,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 or COM 102,
COM,233,F1,Writing for Broadcast,Alboum (Scott),[20287],  3.0,     ,TTH,09:45AM-11:15AM,19,   19,,   15,   -4,CLSD,48,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 or COM 102,
COM,234,REM,Audio Production,Collins (Russell G.),[20288],  3.0,     ,TH,06:30PM-09:30PM,18,   16,,   15,   -1,CLSD,67,LAW,LA,UG,,| ONLY Multimedia & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Film and Media Studies & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television | ONLY Undergraduate,,
COM,240,B1,Public Relations,Wiencek (Nancy A.),[20289],  3.0,     ,MWF,09:10AM-10:10AM,44,   28,,   30,    2,OPEN,45,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,240,C1,Public Relations,Wiencek (Nancy A.),[20290],  3.0,     ,MWF,10:20AM-11:20AM,44,   28,,   30,    2,OPEN,45,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,252,01,Intercultural Communication,Wang (Minmin),[20292],  1.5,,TH,02:50PM-04:20PM,36,   33,,   30,   -3,CLSD,37,LAW,LA,UG,,| ONLY Undergraduate| ONLY Sanda University Students,,
COM,252,L1,Intercultural Communication,Wang (Minmin),[20291],  3.0,,TTH,01:10PM-02:40PM,36,   29,30,   25,   -4,CLSD,37,LAW,LA,UG,,| ONLY Undergraduate,,
COM,253,N1,Organizational Communication,Wiencek (Nancy A.),[20293],  3.0,     ,TTH,02:50PM-04:20PM,30,   29,,   25,   -4,CLSD,31,LAW,LA,UG,,| ONLY Undergraduate,,
COM,261,G1,Multimedia Prod I-Inter Design,McKinley (E. Graham),[20295],  3.0,     ,MW,01:10PM-02:40PM,18,   18,,   15,   -3,CLSD,67,LAW,LA,UG,,| ONLY Arts Administration & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,261,I1,Multimedia Prod I-Inter Design,McKinley (E. Graham),[20294],  3.0,     ,MW,02:50PM-04:20PM,18,   18,,   15,   -3,CLSD,67,LAW,LA,UG,,| ONLY Arts Administration & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,262,D1,Graphic Imaging for Multimedia,Xia (Yun),[20296],  3.0,     ,MWF,11:30AM-12:30PM,18,   18,,   15,   -3,CLSD,67,LAW,LA,UG,,| ONLY Arts Administration & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,264,G1,Intro to Media Convergence,Xia (Yun); Wiencek (Nancy A.),[20390],  3.0,     ,MW,01:10PM-02:40PM,20,   19,,    0,  -19,CLSD,21,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Freshmen,,
COM,265,G1,3D Graphic Animation,Burger (Robert J.),[20297],  3.0,     ,MW,01:10PM-02:40PM,19,   14,,   15,    1,OPEN,48,LAW,LA,UG,,| ONLY Undergraduate,,
COM,280,01,SS: Issues in Event Planning,Moore (Aaron J.),[22008],  3.0,     ,,,,    2,,    1,   -1,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,COM 240 or MKT 200,Academic Coordinator Signature
COM,290,C1,Professional/Strategic Speech,Grace (Van),[20298],  3.0,     ,MWF,10:20AM-11:20AM,53,   31,,   25,   -6,CLSD,54,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration& Continuing Studies,,
COM,290,F1,Professional/Strategic Speech,McGee (Timothy C.),[20299],  3.0,     ,TTH,09:45AM-11:15AM,35,   29,,   25,   -4,CLSD,36,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration& Continuing Studies,,
COM,290,K1,Professional/Strategic Speech,Joffe (Howard H.),[20300],  3.0,     ,MW,04:30PM-06:00PM,48,   30,,   25,   -5,CLSD,49,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration& Continuing Studies,,
COM,290,MEO,Professional/Strategic Speech,Kamm (Jennifer A.),[20304],  3.0,     ,M,06:30PM-09:30PM,44,   29,,   30,    1,OPEN,45,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration,,
COM,290,O1,Professional/Strategic Speech,Tier (Alice),[20301],  3.0,     ,TTH,04:30PM-06:00PM,48,   25,,   25,    0,CLSD,49,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration,,
COM,290,TEO,Professional/Strategic Speech,Vieth (Cynthia L.),[20303],  3.0,     ,T,06:30PM-09:30PM,48,   19,30,   23,    4,OPEN,49,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Business Administration,,
COM,290,TER,Professional/Strategic Speech,Vieth (Cynthia L.),[20302],  3.0,     ,T,06:30PM-09:30PM,48,    7,30,    7,    0,CLSD,49,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate| ONLY Continuing Studies,,
COM,301,C1,Communication Law,Brown (Pamela A.),[20305],  3.0,     ,MWF,10:20AM-11:20AM,48,   26,,   25,   -1,CLSD,49,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Law & Justice:Criminal Justice & Law & Justice & Law & Justice:Legal Studies & Liberal Studies - Law & Justic & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,301,MEM,Communication Law,Brown (Pamela A.),[20306],  3.0,     ,M,06:30PM-09:30PM,48,   31,25,   25,   -6,CLSD,49,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Law & Justice:Criminal Justice & Law & Justice & Law & Justice:Legal Studies & Liberal Studies - Law & Justic & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate| NO Continuing Studies,,
COM,301,MER,Communication Law,Brown (Pamela A.),[20307],  3.0,     ,M,06:30PM-09:30PM,48,    0,25,    5,    5,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
COM,302,C1,Communication Ethics,Ebo (Bosah),[20309],  3.0,     ,MWF,10:20AM-11:20AM,40,   32,,   30,   -2,CLSD,41,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism & Law & Justice:Criminal Justice & Law & Justice:Legal Studies & Liberal Studies - Law & Justic & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,302,J1,Communication Ethics,Ebo (Bosah),[20308],  3.0,     ,MWF,02:50PM-03:50PM,48,   33,,   30,   -3,CLSD,49,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism & Law & Justice:Criminal Justice & Law & Justice:Legal Studies & Liberal Studies - Law & Justic & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,,
COM,316,RE,Feature Writing,Edelstein (Jeffrey D.),[20311],  3.0,     ,TH,06:30PM-09:30PM,19,   18,,   15,   -3,CLSD,48,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & English Writing & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 or COM 102,
COM,316,WEM,Feature Writing,Hirsch (Gerald T.),[20310],  3.0,     ,W,06:30PM-09:30PM,19,   19,,   15,   -4,CLSD,48,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & English Writing & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 or COM 102,
COM,318,F1,Gender and Communication,McManimon (Susan J.),[20312],  3.0,     ,TTH,09:45AM-11:15AM,61,   19,35,    0,  -19,CLSD,62,LAW,LA,UG,,| ONLY Undergraduate,,
COM,331,01,Television Production,Alboum (Scott),[20314],  3.0,     ,M,03:00PM-06:00PM,28,   15,,   15,    0,CLSD,29,LAW,LA,UG,,| ONLY Multimedia & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Film and Media Studies & Graphic Design & News-Editorial & Journalism (LA) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television | ONLY Undergraduate,COM 230,
COM,333,G1,Broadcast Programming,Janes (Barry T.),[20315],  3.0,     ,MW,01:10PM-02:40PM,28,   25,,   25,    0,CLSD,29,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 230,
COM,335,01,SS:Television Field Production,Alboum (Scott),[21977],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,COM 331,Academic Coordinator Signature
COM,335,FF,Television Field Production,Kildea (Shawn P.),[20316],  3.0,     ,TH,08:15AM-11:15AM,28,   18,,   15,   -3,CLSD,29,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 331,
COM,341,C1,Publicity Methods,Moore (Aaron J.),[20318],  3.0,     ,MWF,10:20AM-11:20AM,18,   16,,   15,   -1,CLSD,67,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 and COM 240,
COM,341,TEM,Publicity Methods,Moore (Aaron J.),[20319],  3.0,     ,T,06:30PM-09:30PM,18,   17,,   15,   -2,CLSD,67,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 107 and COM 240,
COM,353,D1,Nonverbal Communication,Gutin (Myra G.),[20320],  3.0,     ,MWF,11:30AM-12:30PM,48,   26,,   25,   -1,CLSD,49,LAW,LA,UG,,| ONLY Undergraduate,COM 104 or COM 290,
COM,360,BB1,Adv Publicatn Design & Present,Burger (Robert J.),[20322],  3.0,     ,W,08:20AM-11:20AM,19,   13,,   15,    2,OPEN,48,LAW,LA,UG,,| ONLY General Advertising & Advertising - Interactive Adv & Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 212,
COM,360,E1,Adv Publicatn Design & Present,Schario (Mathew),[20321],  3.0,     ,TTH,08:00AM-09:30AM,18,   13,,   15,    2,OPEN,67,LAW,LA,UG,,| ONLY General Advertising & Advertising - Interactive Adv & Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 212,
COM,361,N1,Photography,Simonet (Thomas S.),[20323],  3.0,     ,TTH,02:50PM-04:20PM,18,   18,,   15,   -3,CLSD,67,LAW,LA,UG,,| ONLY Undergraduate,,Instructor Signature Required
COM,364,TEM,Multimedia Prod II-Web Design,Orban (David Z.),[20325],  3.0,     ,T,06:30PM-09:30PM,19,   12,,   15,    3,OPEN,48,LAW,LA,UG,,| ONLY General Advertising & Advertising - Interactive Adv & Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 261,
COM,366,E1,Project Mgt in Graphic Design,Franko (Jessica B.),[21827],  3.0,     ,TTH,08:00AM-09:30AM,28,    9,,   15,    6,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,COM 360,
COM,391,RE,Communication Criticism,Howard (Sheena),[20766],  3.0,     ,TH,06:30PM-09:30PM,28,   22,,   25,    3,OPEN,29,LAW,LA,UG,,,,
COM,399,01,The Co-Operative Experience,Moore (Aaron J.),[21815],  3.0, 12.0,,,,    3,,   10,    7,OPEN,,LAW,LA,UG,,| ONLY Junior,,Academic Coordinator Signature
COM,400,D1,Senior Seminar Communication,Ebo (Bosah),[20329],  3.0,     ,MWF,11:30AM-12:30PM,20,   20,,   16,   -4,CLSD,21,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Senior| ONLY Undergraduate,,
COM,400,G1,Senior Seminar Communication,Gutin (Myra G.),[20330],  3.0,     ,MW,01:10PM-02:40PM,28,   17,,   16,   -1,CLSD,29,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Senior| ONLY Undergraduate,,
COM,400,O1,Senior Seminar Communication,Wang (Minmin),[21813],  3.0,     ,TTH,04:30PM-06:00PM,19,   16,,   16,    0,CLSD,20,LAW,LA,UG,,| ONLY Advertising & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Senior| ONLY Undergraduate,,
COM,400,WE,Senior Seminar Communication,Moore (Aaron J.),[20331],  3.0,     ,W,06:30PM-09:30PM,24,   17,,   16,   -1,CLSD,25,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Senior| ONLY Undergraduate,,
COM,415,01,SS: In-Depth Reporting,McKinley (E. Graham),[21853],  3.0,     ,,,,    3,,    3,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,COM 210,Academic Coordinator Signature
COM,415,02,SS: In-Depth Reporting,Simonet (Thomas S.),[21854],  3.0,     ,,,,    3,,    3,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,COM 210,Academic Coordinator Signature
COM,415,MEM,In-Depth Reporting,Hirsch (Gerald T.),[20332],  3.0,     ,M,06:30PM-09:30PM,28,   17,,   15,   -2,CLSD,29,LAW,LA,UG,,| ONLY Communication & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 210,
COM,431,LL,Adv TV Research & Production,Kildea (Shawn P.),[20333],  3.0,     ,T,01:10PM-04:10PM,28,   11,,   13,    2,OPEN,29,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 331,
COM,434,TEM,Advanced Radio Production,Mozes (John),[20334],  3.0,     ,T,06:30PM-09:30PM,28,   13,,   15,    2,OPEN,29,LAW,LA,UG,,| ONLY Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 234,
COM,440,REM,Cases & Campaigns in PR,Andrzejewski (Brenda D.),[20335],  3.0,     ,TH,06:30PM-09:30PM,48,   30,,   30,    0,CLSD,49,LAW,LA,UG,,| ONLY Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 341,
COM,460,F1,Multimed Prod III-Adv Int Des,Xia (Yun),[20337],  3.0,     ,TTH,09:45AM-11:15AM,18,   17,,   15,   -2,CLSD,67,LAW,LA,UG,,| ONLY General Advertising & Advertising - Interactive Adv & Advertising & Digital Media: Film TV&Radio & Communication Studies & Graphic Design & Communication & Web Design & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 364,
COM,462,MEM,Adv Graphic Design & Portfolio,Daunis-Allen (Laurel),[20338],  3.0,     ,M,06:30PM-09:30PM,18,   16,,   15,   -1,CLSD,67,LAW,LA,UG,,| ONLY Arts Administration & Communication & Event Planning and Production & Graphic Design & News-Editorial & Journalism (LA) & Journalism (CS) & Journalism & Multimedia and Web Design & News-Editorial Journalism & Public Relations & Public Relations & Radio and Television & Speech and Interpersonal Comm | ONLY Undergraduate,COM 366,
COM,490,01,IS: The Road To Emmaus,Kildea (Shawn P.),[21855],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
COM,490,02,IS:Syst Poverty Obstruction,Howard (Sheena),[22107],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
COM,490,03,IS: Sports Mediation,Moore (Aaron J.),[22129],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
COM,491,01,Internship in Communication,Moore (Aaron J.),[20339],  1.0,  4.0,,,,   45,,    1,  -44,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
COMM,507,WE,Bus Presentation Strategies,Dewberry (David),[21712],  3.0,     ,W,06:30PM-09:30PM,28,   19,,   15,   -4,CLSD,29,LAW,LA,GR,,| ONLY Graduate| ONLY MA in Business Communication| ONLY Business Administration& Liberal Arts and Sciences,,
COMM,552,ME1,Com in Multicul Wkplace,Ebo (Bosah),[21748],  1.5,  3.0,M,06:30PM-09:30PM,24,   18,,   20,    2,OPEN,25,LAW,LA,GR,,| ONLY Graduate| ONLY MA in Business Communication,,This course runs from Jan. 28 - March 11
COMM,553,ME1,Com in a Global Market,Ebo (Bosah),[21750],  1.5,     ,M,06:30PM-09:30PM,24,   18,,   20,    2,OPEN,25,LAW,LA,GR,,| ONLY Graduate| ONLY MA in Business Communication,,This course runs from March 25 - May 6
COUN,500,MZ1,Intro to Counseling Services,Buser (Juleen K.),[21414],  3.0,     ,M,07:20PM-10:00PM,48,   11,,   25,   14,OPEN,49,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services | ONLY Graduate| NO EDS in Counseling Services& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Counselor& MA in Counseling Services,,
COUN,503,TZ1,Group Counseling,Buser (Trevor),[21415],  3.0,     ,T,07:20PM-10:00PM,40,   13,,   16,    3,OPEN,41,LAW,ED,GR,,| ONLY Clinical Mental Hth Counseling & Counseling Services & School Psychology | ONLY Graduate,COUN 500 and CNPY 502,
COUN,505,01,SS:Voc/Career Development,Curran (Michael G.),[21898],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,ED,GR,,| ONLY Graduate,,Dean Signature Required
COUN,508,MY1,Found of Clin Mentl Hlth Coun,Buser (Juleen K.),[21416],  3.0,     ,M,04:30PM-07:10PM,48,   13,,   25,   12,OPEN,49,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Counselor& MA in Clinical Mentl Hth Couns& MA in Counseling Services,,
COUN,516,RZ1,Strategies in Addiction Coun,Seraydarian (Don G.),[21417],  3.0,     ,TH|TH,07:20PM-10:00PM|07:20PM-10:00PM,40,   11,,   16,    5,OPEN,41,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& EDS in School Psychology& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Psychology& MA in Clinical Mentl Hth Couns& MA in Counseling Services,COUN 515,
COUN,516,RZ2,Strategies in Addiction Coun,Tonetti (Lawrence J.),[21943],  3.0,     ,TH|TH,07:20PM-10:00PM|07:20PM-10:00PM,40,   12,,   16,    4,OPEN,41,LAW,ED,GR,,| ONLY Graduate,COUN 515,
COUN,530,RY1,Legal & Ethical Issues,Ahia (Emmanuel),[21418],  3.0,     ,TH,04:30PM-07:10PM,10,    6,,   25,   19,OPEN,18,LAW,ED,GR,,| ONLY Graduate| ONLY EDS in Counseling Services& Cert: Dir Sch Counseling Serv& Cert: Dir Studnt Personnl Serv& Cert: GLTP-Licensed Prof Couns& Cert: School Counselor& MA in Clinical Mentl Hth Couns& MA in Counseling Services,,
