SUBJ,CRS,SEC,TITLE,INSTRUCTORS,CRN,MIN_CRED,MAX_CRED,DAYS,TIME,RM_CAP,ENRL,GLOB_CAP,LOC_CAP,AVAIL,STAT,FIRECAP,CAMPUS,COLLEGE,LEVEL,COREQS,RESTRICTIONS,PREREQS,COMMENTs
HTH,205,REO,Introduction to Health Care,Shinn (Laura),[21271],  3.0,     ,TH,06:30PM-09:30PM,30,   12,25,   15,    3,OPEN,31,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,,
HTH,205,RER,Introduction to Health Care,Shinn (Laura),[21272],  3.0,     ,TH,06:30PM-09:30PM,30,    5,25,   10,    5,OPEN,31,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
HTH,215,O1,Population Healthcare Mgt,Amadio (William J.),[21275],  3.0,     ,TTH,04:30PM-06:00PM,48,   11,,   25,   14,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate,MSD 201 or MTH 120 or ENV 200 or PSY 201,
HTH,336,I1,Economics of Health Care Sys,Corman (Hope),[21164],  3.0,     ,MW,02:50PM-04:20PM,48,   13,35,   20,    7,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
HTH,450,G1,Seminar in Health Research,Corman (Hope),[21175],  3.0,     ,MW,01:10PM-02:40PM,16,    3,18,    6,    3,OPEN,17,LAW,BU,UG,,| ONLY Undergraduate,,Instructor Signature Required
HTH,491,01,Health Administration Intern,Corman (Hope),[22025],  3.0,     ,,,,    6,,    1,   -5,CLSD,,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,Prerequisites: minimum GPA 3.0,Academic Coordinator Signature
IND,101,01,Introduction to Education,Garrett (Tracey); Carbonaro (Suzanne A.),[21917],  3.0,     ,,,,   39,,   50,   11,OPEN,,LAW,ED,UG,,| ONLY Tomorrow's Teachers,,
IND,210,01,Global Encounters,Wang (Shunzhu),[20694],  3.0,     ,,,,   12,,   25,   13,OPEN,,LAW,LA,UG,,,,Instructor Signature Required
IND,210,02,GloEnc:SpEdAbroad:Compa Exp,Kamens (Michele W.); Casale-Giannola (Diane P.),[21685],  3.0,     ,,,,   16,,   10,   -6,CLSD,,LAW,LA,UG,,,,Instructor Signature Required
IND,381,01,Training Residence Educ I,Arrington (Avery R.),[22146],  1.0,     ,W,04:30PM-05:30PM,48,   25,,   30,    5,OPEN,49,LAW,ED,UG,,,,Instructor Signature Required
IND,381,02,Training Residence Educ I,Moliga (Selema N.),[22147],  1.0,     ,TH,11:30AM-12:30PM,48,   30,,   30,    0,CLSD,49,LAW,ED,UG,,,,Instructor Signature Required
IND,383,01,Training Resudence Educ III,Mosley (Jamiyl L.); LoSacco (Amy N.),[22143],  1.0,     ,TH,11:30AM-01:00PM,48,   12,,   20,    8,OPEN,49,LAW,ED,UG,,,,Instructor Signature Required
IND,398,01,The Co-op Experience Seminar,Kasrel (Mark),[21732],  3.0,  6.0,M,01:00PM-04:00PM,24,   20,,   20,    0,CLSD,25,LAW,LA,UG,,| ONLY Junior| ONLY Undergraduate,,Instructor Signature Required
IND,398,02,The Co-op Experience Seminar,Brogan (Michael J.),[21916],  4.0,,,,,    1,,    5,    4,OPEN,,LAW,LA,UG,,| ONLY Junior| ONLY Undergraduate,,Instructor Signature Required
IND,398,ME1,The Co-op Experience Seminar,Kasrel (Mark),[21731],  3.0,  6.0,M,06:30PM-09:30PM,19,   11,,   20,    9,OPEN,20,LAW,LA,UG,,| ONLY Junior| ONLY Undergraduate,,Instructor Signature Required
INT,315,01,Study Abroad,STAFF,[21773], 12.0, 17.0,,,,   29,,   25,   -4,CLSD,,LAW,LA,UG,,,,Dean Signature Required
ITA,100,B1,Italian I,Bandurski (Karolina),[20696],  3.0,     ,MWF,09:10AM-10:10AM,28,   19,,   20,    1,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,,
ITA,101,C1,Italian II,Bandurski (Karolina),[20697],  3.0,     ,MWF,10:20AM-11:20AM,28,   20,,   20,    0,CLSD,29,LAW,LA,UG,,| ONLY Undergraduate,Prerequisites: ITA-100 LL-145 or placement test,
ITA,101,G1,Italian II,Scheiber (Elizabeth),[20698],  3.0,     ,MW,01:10PM-02:40PM,28,   20,,   20,    0,CLSD,29,LAW,LA,UG,,| ONLY Undergraduate,Prerequisites: ITA-100 LL-145 or placement test,
ITA,201,B1,Italian IV,Scheiber (Elizabeth),[20699],  3.0,     ,MWF,09:10AM-10:10AM,13,    6,,   20,   14,OPEN,14,LAW,LA,UG,,| ONLY Undergraduate,Prerequisites: ITA-200 or LL-247 or placement test,
ITA,496,I1,SpTop:DEc Fic&Dark Side/Italy,Scheiber (Elizabeth),[20700],  3.0,     ,MW,02:50PM-04:20PM,28,    5,,   20,   15,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,ITA 201 UG D,
LAW,140,D1,Intro Seminar in Law & Justice,Goldberg (Ilene V.),[21641],  3.0,     ,MWF,11:30AM-12:30PM,48,   17,,   16,   -1,CLSD,49,LAW,LA,UG,,| ONLY Freshmen& Sophomore| ONLY Undergraduate,,
LAW,210,MEO,Criminal Investigation,Ortman (Karen L.),[21642],  3.0,     ,M,06:30PM-09:30PM,28,   13,25,   15,    2,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| NO Continuing Studies,LAW 150,
LAW,210,MER,Criminal Investigation,Ortman (Karen L.),[21643],  3.0,     ,M,06:30PM-09:30PM,28,    4,25,   10,    6,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,LAW 150,
LAW,308,TA,Conflict & Conflict Resolution,Miller (Robert S.),[21644],  3.0,     ,T,06:30PM-09:30PM,46,   22,,   25,    3,OPEN,47,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,This is an 8-week alternate evening  course restricted to|CCS only.
LAW,365,REO,The Rights of the Accused,Ortman (Karen L.),[21645],  3.0,     ,TH,06:30PM-09:30PM,28,   13,25,   15,    2,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| NO Continuing Studies,,
LAW,365,RER,The Rights of the Accused,Ortman (Karen L.),[21703],  3.0,     ,TH,06:30PM-09:30PM,28,    6,25,   10,    4,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
LAW,450,WEO,Law & Justice Senior Seminar,Castagnera (James O.),[21647],  3.0,     ,W,06:30PM-09:30PM,28,   14,25,   10,   -4,CLSD,29,LAW,LA,UG,,| ONLY Senior| ONLY Undergraduate| NO Continuing Studies,,
LAW,450,WER,Law & Justice Senior Seminar,Castagnera (James O.),[21648],  3.0,     ,W,06:30PM-09:30PM,28,    5,25,    4,   -1,CLSD,29,LAW,LA,UG,,| ONLY Senior| ONLY Undergraduate| ONLY Continuing Studies,,
LAW,490,01,IS:Anal/Milkovich VS Loraine J,Brown (Pamela A.),[22118],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
LAW,491,01,Internship in Law and Justice,Castagnera (James O.),[22024],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
LDP,200,REO,Foundations of Leadership,Seplaki (Laura),[21277],  3.0,     ,TH,06:30PM-09:30PM,35,   19,,   25,    6,OPEN,36,LAW,BU,UG,,| ONLY Cert: Certificate in Leadershp | ONLY Undergraduate,,
LDP,220,N1,Serv Learn Thru Mind Our Bus,Hernandez (Sigfredo A.),[21278],  3.0,     ,TTH,02:50PM-04:20PM,48,   27,,   35,    8,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate,,Instructor Signature Required
LEAD,500,OL1,Intro to Org Leadership,Bloomberg (Linda),[21512],  3.0,     ,,,,    8,,   15,    7,OPEN,,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,,
LEAD,510,OL1,Organizational Communication,Hebert (Scott),[21513],  3.0,     ,,,,    7,,   15,    8,OPEN,,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,LEAD 500,
LEAD,512,01,Forms of Diversity in Org,Gaskin-Singleton (Denise V.),[21669],  3.0,     ,T,06:00PM-08:40PM,48,   13,,   25,   12,OPEN,49,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,,
LEAD,534,01,Team Effectiveness & Creativit,Watson (R. Elizabeth),[21649],  3.0,     ,W,06:00PM-08:40PM,40,   11,,   25,   14,OPEN,41,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,,
LEAD,540,OL1,DS:Strat & Fin Dec-Making,Glaid (Timothy K.),[21515],  3.0,     ,,,,    5,,   15,   10,OPEN,,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,LEAD 500,
LEAD,550,01,Organizational Research,Watson (R. Elizabeth),[21516],  3.0,     ,T,06:00PM-08:40PM,24,   11,,   25,   14,OPEN,25,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,LEAD 500,
LEAD,560,01,Legal/Ethic Issues in Organiza,Saraceno (Michael G.),[21517],  3.0,     ,W,06:00PM-08:40PM,28,   16,,   25,    9,OPEN,34,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,LEAD 500,
LEAD,570,01,Guided Field Experience in Org,Holmes (Kenneth),[21518],  3.0,     ,,,,    2,,   10,    8,OPEN,,LAW,ED,GR,,| ONLY Graduate| ONLY MA in Organizational Leadr,LEAD 500 GR B and LEAD 510 GR B,
LEAD,598,01,Project Seminar in Leadership,Holmes (Kenneth),[21519],  3.0,     ,M,06:00PM-08:40PM,24,   14,,   15,    1,OPEN,25,LAW,ED,GR,,| ONLY Graduate,,Instructor Signature Required
LIB,400,WR,Seminar in Liberal Studies,Setters (Raymond H.),[20929],  3.0,     ,W,06:30PM-09:30PM,48,   15,,   20,    5,OPEN,49,LAW,CS,UG,,| ONLY Senior| ONLY Undergraduate| ONLY Continuing Studies,,
LIT,251,G1,Masterworks of Western Lit II,Winter (Robert J.),[20701],  3.0,     ,MW,01:10PM-02:40PM,28,   24,,   25,    1,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,,
LIT,315,01,SS:  Tolstoy,Winter (Robert J.),[21845],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,
LIT,322,G1,German Lit & Film in Eng Trans,Schleissner (Margaret),[20693],  3.0,     ,MW,01:10PM-02:40PM,28,   14,,   25,   11,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate,,
MACC,650,RE1,Seminar in Federal Taxes,Wojtowicz (Fred),[20777],  3.0,     ,TH,06:30PM-09:30PM,44,   30,,   25,   -5,CLSD,45,LAW,BU,GR,,| ONLY Graduate,ACC 410 or ACC-410 Waiver WV,
MACC,652,WE1,Analysis of Accounting Data,Prober (Larry M.),[20778],  3.0,     ,W,06:30PM-09:30PM,48,   34,,   25,   -9,CLSD,49,LAW,BU,GR,,| ONLY Graduate,PMBA 8020 or PMBA-8020 Waiver WV,
MACC,654,01,Issues in Financial Reporting,Dunne (Kathleen),[20779],  3.0,     ,W,02:45PM-05:45PM,44,   19,,   25,    6,OPEN,45,LAW,BU,GR,,| ONLY Graduate| ONLY Master of Accountancy,( ACC 302 and ACC 310 and ACC 311 and ACC 400 and ACC 405 and ACC 410 ) or Accounting Core Waiver (MACC) WV,
MACC,654,OL1,Issues in Financial Reporting,Dunne (Kathleen),[20780],  3.0,     ,,,,   14,,   15,    1,OPEN,,LAW,BU,GR,,| ONLY Graduate| ONLY Master of Accountancy,( ACC 302 and ACC 310 and ACC 311 and ACC 400 and ACC 405 and ACC 410 ) or Accounting Core Waiver (MACC) WV,
MACC,656,ME1,Interntnl Dimensions of Acct,Persons (Obeua S.),[20782],  3.0,     ,M,06:30PM-09:30PM,48,    9,,   15,    6,OPEN,49,LAW,BU,GR,,| ONLY Graduate,( ACC 302 and ACC 310 and ACC 311 and ACC 400 and ACC 405 and ACC 410 ) or Accounting Core Waiver (MACC) WV,
MACC,656,ME2,Interntnl Dimensions of Acct,Totaro (William J.),[21818],  3.0,     ,M,06:30PM-09:30PM,40,   25,,   25,    0,CLSD,41,LAW,BU,GR,,| ONLY Graduate,( ACC 302 and ACC 310 and ACC 311 and ACC 400 and ACC 405 and ACC 410 ) or Accounting Core Waiver (MACC) WV,
MACC,663,ME1,Fraud and Forensic Accounting,Zikmund (Paul),[20781],  3.0,     ,M,06:30PM-09:30PM,30,   24,,   25,    1,OPEN,31,LAW,BU,GR,,| ONLY Graduate,( ACC 302 and ACC 310 and ACC 311 and ACC 400 and ACC 405 and ACC 410 ) or Accounting Core Waiver (MACC) WV,
MACC,665,OL1,Fraud Detection & Deterrence,Zikmund (Paul),[20783],  3.0,     ,,,,   16,,   15,   -1,CLSD,,LAW,BU,GR,,| ONLY Graduate,MACC 663 and Accounting Core Waiver (MACC) WV,
MACC,667,TE1,Bus Val:fund  Tech & Theories,O'Neill (Patrick D.),[20784],  3.0,     ,T,06:30PM-09:30PM,40,   16,,   25,    9,OPEN,41,LAW,BU,GR,,| ONLY Graduate,PMBA 8240 or Accounting Core Waiver (MACC) WV,
MACC,670,01,Accounting Internship,O'Reilly-Allen (Margaret),[21826],  3.0,     ,,,,   10,,    1,   -9,CLSD,,LAW,BU,GR,,| ONLY Graduate,,Instructor Signature Required
MACC,670,02,Accounting Internship,Li (Fang S.),[21915],  3.0,     ,,,,    5,,    5,    0,CLSD,,LAW,BU,GR,,,,Dean Signature Required
MAR,120,C1,Oceanography,Schwimmer (Reed A.),[20488],  3.0,     ,MWF,10:20AM-11:20AM,162,   96,100,  100,    4,OPEN,163,LAW,LA,UG,,| ONLY Undergraduate,,
MAR,121,01,Introductory Oceanography Lab,Smalley (Gabriela W.),[21550],  1.0,     ,M,02:50PM-05:50PM,24,   16,,   16,    0,CLSD,25,LAW,LA,UG,,| ONLY Undergraduate,,REQUIRED CO-REQUISITE:   MAR 120
MAR,121,02,Introductory Oceanography Lab,Browne (Kathleen M.),[21711],  1.0,     ,TH,02:50PM-05:50PM,18,   16,,   16,    0,CLSD,19,LAW,LA,UG,,| ONLY Undergraduate,MAR 120,
MAR,229,01,Intro Field Mar Sci:Tropical,Schwimmer (Reed A.); Schmitt (Danielle M.),[20489],  4.0,     ,,,,   16,,   16,    0,CLSD,,LAW,LA,UG,,| ONLY Environmental Science & Earth and Environmental SCI & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences | ONLY Undergraduate,BIO 115 or BIO 116,Instructor Signature Required
MAR,325,LM,Marine Vertebrates,Gallagher (William B.),[20490],  4.0,     ,TTH,01:10PM-02:40PM,16,   11,16,   12,    1,OPEN,17,LAW,LA,UG,MAR 325L 01M [21559],| ONLY Environmental Science & Earth and Environmental SCI & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences | ONLY Undergraduate,BIO 272,REQUIRED CO-REQUISITE:  MAR 325L 01M
MAR,325,LO,Marine Vertebrates,Gallagher (William B.),[20491],  4.0,     ,TTH,01:10PM-02:40PM,16,    0,16,    4,    4,OPEN,17,LAW,LA,UG,MAR 325L 02O [21560],| ONLY Undergraduate,BIO 272,REQUIRED CO-REQUISITE:   MAR 325L 02O
MAR,325L,01M,Marine Vertebrates Lab,Gallagher (William B.),[21559],  0.0,     ,TH,02:50PM-05:50PM,16,   11,16,   12,    1,OPEN,17,LAW,LA,UG,MAR 325 LM [20490],| ONLY Environmental Science & Earth and Environmental SCI & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences,,
MAR,325L,02O,Marine Vertebrates Lab,Gallagher (William B.),[21560],  0.0,     ,TH,02:50PM-05:50PM,16,    0,16,    4,    4,OPEN,17,LAW,LA,UG,MAR 325 LO [20491],,,
MAR,330,D1,Chemical Oceanography,Smalley (Gabriela W.),[20543],  4.0,     ,MWF,11:30AM-12:30PM,18,   16,,   16,    0,CLSD,19,LAW,LA,UG,MAR 330L 01 [21561],| ONLY Undergraduate,CHE 120 and CHE 121 and MAR 120 and MAR 121,REQUIRED CO-REQUISITE:  MAR 330L 01
MAR,330L,01,Chemical Oceanography Lab,Smalley (Gabriela W.),[21561],  0.0,     ,W,02:50PM-05:50PM,16,   16,,   16,    0,CLSD,17,LAW,LA,UG,MAR 330 D1 [20543],,CHE 120 and CHE 121 and MAR 120 and MAR 121,
MAR,490,01,IS:Eff/lrg drosal fins/mating,Smalley (Gabriela W.),[22034],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
MAR,490,02,Fac Infl Color Per/Fish,Jivoff (Paul R.),[22117],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
MCS,110,K2,Race Class & Gender in America,Brown (Donald L.),[20006],  3.0,     ,MW,04:30PM-06:00PM,48,   29,,   30,    1,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate,,
MCS,110,N1,Race Class & Gender in America,Schluter (Nancy H.),[20005],  3.0,     ,TTH,02:50PM-04:20PM,48,   29,,   30,    1,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate,,
MCS,110,WEO,Race Class & Gender in America,Nwafili (Nkechi H.),[20008],  3.0,     ,W,06:30PM-09:30PM,43,   21,30,   20,   -1,CLSD,44,LAW,LA,UG,,| ONLY Undergraduate| NO Continuing Studies,,
MCS,110,WER,Race Class & Gender in America,Nwafili (Nkechi H.),[20007],  3.0,     ,W,06:30PM-09:30PM,43,    4,30,   10,    6,OPEN,44,LAW,LA,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
MGT,201,F1,Fund Management & Org Behavior,Promislo (Mark D.),[21281],  3.0,     ,TTH,09:45AM-11:15AM,48,   33,,   25,   -8,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MGT,201,G1,Fund Management & Org Behavior,Falcone (Gary J.),[21283],  3.0,     ,MW,01:10PM-02:40PM,48,   33,,   25,   -8,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MGT,201,I1,Fund Management & Org Behavior,Schneer (Joy A.),[21284],  3.0,     ,MW,02:50PM-04:20PM,48,   28,,   25,   -3,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MGT,201,K1,HONORS:Fund Mgt & ORg Behavior,Schneer (Joy A.),[21285],  3.0,     ,MW,04:30PM-06:00PM,48,   16,,   25,    9,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate| ONLY Business Honors,42 credits,
MGT,201,N1,Fund Management & Org Behavior,Promislo (Mark D.),[21286],  3.0,     ,TTH,02:50PM-04:20PM,48,   34,,   25,   -9,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MGT,201,O1,Fund Management & Org Behavior,O'Connor (Thomas M.),[21287],  3.0,     ,TTH,04:30PM-06:00PM,48,   27,,   25,   -2,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MGT,201,TEO,Fund Management & Org Behavior,Promislo (Mark D.),[21289],  3.0,     ,T,06:30PM-09:30PM,48,   22,25,   15,   -7,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,42 credits,
MGT,201,TER,Fund Management & Org Behavior,Promislo (Mark D.),[21290],  3.0,     ,T,06:30PM-09:30PM,48,    5,25,   10,    5,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,42 credits,
MGT,310,I1,Intro to Human Resource Mgmt,Kutcher (Eugene),[21291],  3.0,     ,MW,02:50PM-04:20PM,48,   33,,   25,   -8,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,310,WEO,Intro to Human Resource Mgmt,Kutcher (Eugene),[21292],  3.0,     ,W,06:30PM-09:30PM,48,   20,25,   15,   -5,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,MGT 201,
MGT,310,WER,Intro to Human Resource Mgmt,Kutcher (Eugene),[21293],  3.0,     ,W,06:30PM-09:30PM,48,    7,25,   10,    3,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,MGT 201,
MGT,320,O1,Managing Workforce Diversity,Bowles (William R.),[21294],  3.0,     ,TTH,04:30PM-06:00PM,48,   19,,   25,    6,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,336,MEO,Career Management,Saraceno (Michael G.),[21295],  3.0,     ,M,06:30PM-09:30PM,48,   24,25,   15,   -9,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,MGT 201,
MGT,336,MER,Career Management,Saraceno (Michael G.),[21296],  3.0,     ,M,06:30PM-09:30PM,48,    9,25,   10,    1,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,MGT 201,
MGT,355,L1,Team Management,Klein (Gerald D.),[21297],  3.0,     ,TTH,01:10PM-02:40PM,48,   16,,   25,    9,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,355,REO,Team Management,O'Connor (Thomas M.),[21298],  3.0,     ,TH,06:30PM-09:30PM,48,   16,25,   15,   -1,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,MGT 201,
MGT,355,RER,Team Management,O'Connor (Thomas M.),[21299],  3.0,     ,TH,06:30PM-09:30PM,48,    5,25,   10,    5,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,MGT 201,
MGT,363,F1,Management Skills,Klein (Gerald D.),[21300],  3.0,     ,TTH,09:45AM-11:15AM,48,   24,,   25,    1,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,375,F1,International Management,Lentz (Christine),[21301],  3.0,     ,TTH,09:45AM-11:15AM,48,   19,,   25,    6,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,375,L1,International Management,Lentz (Christine),[21302],  3.0,     ,TTH,01:10PM-02:40PM,48,   23,,   25,    2,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 201,
MGT,375,TEO,International Management,Lentz (Christine),[21303],  3.0,     ,T,06:30PM-09:30PM,48,   15,25,   10,   -5,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,MGT 201,
MGT,375,TER,International Management,Lentz (Christine),[21304],  3.0,     ,T,06:30PM-09:30PM,48,    5,25,   10,    5,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,MGT 201,
MGT,490,01,IS: Employee Engagement,Kutcher (Eugene),[21859],  1.0,  4.0,,,,    2,,    1,   -1,CLSD,,LAW,BU,UG,,| ONLY Undergraduate,MGT 201,Academic Coordinator Signature
MGT,490,02,IS:Cred Crisis & the Mgt,Donovan (John J.),[22114],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,BU,UG,,| ONLY Undergraduate,MGT 201,Academic Coordinator Signature
MGT,491,01,Intern Management/Org Behavior,Donovan (John J.),[21846],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 363,Academic Coordinator Signature
MGT,491,02,Intern Management/Org Behavior,Klein (Gerald D.),[22132],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,MGT 363,Academic Coordinator Signature
MKT,200,B1,Marketing Principles,Gao (Zhihong),[21306],  3.0,     ,MWF,09:10AM-10:10AM,48,   37,,   35,   -2,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
MKT,200,C1,Marketing Principles,Gao (Zhihong),[21307],  3.0,     ,MWF,10:20AM-11:20AM,48,   35,,   35,    0,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,42 credits,
